AREA,SUB AREA,AGE GROUP,SEASON,WEEK,THRESHOLD,BASELINE,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
Region,Region 4,All,2015-16,12,7.5,7.1,7.4,64,842,"12,187",> 100%
Region,Region 4,All,2015-16,13,7.4,7,7.1,62,794,"12,035",> 100%
Region,Region 4,All,2015-16,14,7.3,7,7.2,37,829,"12,018",> 100%
Region,Region 4,All,2015-16,15,7.3,6.9,7.4,27,856,"11,918",> 100%
Region,Region 4,All,2015-16,16,7.2,6.8,6.5,24,741,"11,858",> 100%
Region,Region 4,All,2015-16,17,7.1,6.7,6.7,25,736,"11,387",> 100%
Region,Region 4,All,2015-16,18,7,6.6,6.6,17,728,"11,349",> 100%
Region,Region 4,All,2015-16,19,6.9,6.5,5.9,15,675,"11,604",> 100%
Region,Region 4,All,2015-16,20,6.7,6.4,6.4,5,720,"11,292",> 100%
Region,Region 4,All,2015-16,21,6.6,6.3,6.3,6,702,"11,314",> 100%
Region,Region 4,All,2015-16,22,6.5,6.2,6.2,4,709,"11,436",> 100%
Region,Region 4,All,2015-16,23,6.4,6,6.2,4,696,"11,366",> 100%
Region,Region 4,All,2015-16,24,6.3,6,6.1,4,678,"11,262",> 100%
Region,Region 4,All,2015-16,25,6.2,5.9,6.2,2,683,"11,095",> 100%
Region,Region 4,All,2015-16,26,6.2,5.8,5.6,2,630,"11,221",> 100%
Region,Region 4,All,2015-16,27,6.1,5.7,5.7,3,644,"11,299",> 100%
Region,Region 4,All,2015-16,28,6,5.6,5.8,0,660,"11,463",> 100%
Region,Region 4,All,2015-16,29,6,5.6,6,3,664,"11,159",> 100%
Region,Region 4,All,2015-16,30,5.9,5.5,5.4,1,599,"11,138",> 100%
Region,Region 4,All,2015-16,31,5.9,5.5,5.5,0,621,"11,228",> 100%
Region,Region 4,All,2015-16,32,5.9,5.5,5.3,2,599,"11,355",> 100%
Region,Region 4,All,2015-16,33,5.9,5.5,5.6,1,625,"11,259",> 100%
Region,Region 4,All,2015-16,34,5.9,5.5,5.4,2,600,"11,236",> 100%
Region,Region 4,All,2015-16,35,5.9,5.5,5.8,2,650,"11,280",> 100%
Region,Region 4,All,2015-16,36,5.9,5.5,5.8,3,653,"11,354",> 100%
Region,Region 4,All,2015-16,37,6,5.6,6.2,5,694,"11,319",> 100%
Region,Region 4,All,2015-16,38,6,5.6,6.4,4,717,"11,353",> 100%
Region,Region 4,All,2015-16,39,6.1,5.7,5.6,1,632,"11,395",> 100%
Region,Region 5,All,2015-16,40,6.5,6.1,6.2,1,550,"8,945",> 100%
Region,Region 5,All,2015-16,41,6.6,6.1,5.9,2,521,"8,795",> 100%
Region,Region 5,All,2015-16,42,6.6,6.2,6.2,3,559,"9,108",> 100%
Region,Region 5,All,2015-16,43,6.7,6.3,6.2,1,554,"8,999",> 100%
Region,Region 5,All,2015-16,44,6.8,6.4,6.3,5,551,"8,877",> 100%
Region,Region 5,All,2015-16,45,6.9,6.5,6.5,2,578,"8,880",> 100%
Region,Region 5,All,2015-16,46,7,6.6,6.2,2,558,"9,014",> 100%
Region,Region 5,All,2015-16,47,7.1,6.7,6.4,0,567,"8,854",> 100%
Region,Region 5,All,2015-16,48,7.2,6.7,6.6,2,596,"9,063",> 100%
Region,Region 5,All,2015-16,49,7.2,6.8,6.1,1,553,"9,079",> 100%
Region,Region 5,All,2015-16,50,7.3,6.9,6.2,1,560,"9,102",> 100%
Region,Region 5,All,2015-16,51,7.4,7,6.4,2,583,"9,109",> 100%
Region,Region 5,All,2015-16,52,7.5,7,7.3,3,663,"9,086",> 100%
Region,Region 5,All,2015-16,1,7.5,7.1,7.1,2,680,"9,667",> 100%
Region,Region 5,All,2015-16,2,7.6,7.1,7,2,689,"9,885",> 100%
Region,Region 5,All,2015-16,3,7.6,7.2,6.9,6,659,"9,695",> 100%
Region,Region 5,All,2015-16,4,7.6,7.2,7.3,7,703,"9,687",> 100%
Region,Region 5,All,2015-16,5,7.6,7.2,7.5,8,707,"9,593",> 100%
Region,Region 5,All,2015-16,6,7.6,7.2,7,7,661,"9,477",> 100%
Region,Region 5,All,2015-16,7,7.6,7.2,7.2,16,700,"10,013",> 100%
Region,Region 5,All,2015-16,8,7.6,7.2,7.7,27,720,"9,639",> 100%
Region,Region 5,All,2015-16,9,7.6,7.2,7.4,56,673,"9,840",> 100%
Region,Region 5,All,2015-16,10,7.6,7.1,7.7,64,699,"9,903",> 100%
Region,Region 5,All,2015-16,11,7.5,7.1,8.4,88,706,"9,416",> 100%
Region,Region 5,All,2015-16,12,7.4,7,8,51,719,"9,619",> 100%
Region,Region 5,All,2015-16,13,7.4,7,8,60,698,"9,442",> 100%
Region,Region 5,All,2015-16,14,7.3,6.9,7.1,46,636,"9,572",> 100%
Region,Region 5,All,2015-16,15,7.2,6.8,7.2,25,662,"9,551",> 100%
Region,Region 5,All,2015-16,16,7.1,6.7,7.5,37,671,"9,383",> 100%
Region,Region 5,All,2015-16,17,7,6.6,6.3,17,541,"8,828",> 100%
Region,Region 5,All,2015-16,18,6.9,6.5,6.3,19,543,"8,938",> 100%
Region,Region 5,All,2015-16,19,6.8,6.4,6.5,6,578,"8,920",> 100%
Region,Region 5,All,2015-16,20,6.7,6.3,6.4,9,559,"8,863",> 100%
Region,Region 5,All,2015-16,21,6.6,6.2,6.1,7,536,"8,874",> 100%
Region,Region 5,All,2015-16,22,6.5,6.1,5.6,6,481,"8,631",> 100%
Region,Region 5,All,2015-16,23,6.4,6,6.5,3,560,"8,695",> 100%
Region,Region 5,All,2015-16,24,6.4,5.9,5.7,3,479,"8,490",> 100%
Region,Region 5,All,2015-16,25,6.3,5.9,5.5,3,479,"8,767",> 100%
Region,Region 5,All,2015-16,26,6.2,5.8,5.6,2,471,"8,519",> 100%
Region,Region 5,All,2015-16,27,6.1,5.7,5.8,0,505,"8,717",> 100%
Region,Region 5,All,2015-16,28,6.1,5.6,5.4,0,466,"8,672",> 100%
Region,Region 5,All,2015-16,29,6,5.6,5.2,0,440,"8,524",> 100%
Region,Region 5,All,2015-16,30,6,5.6,5.5,1,472,"8,599",> 100%
Region,Region 5,All,2015-16,31,5.9,5.5,5.1,1,442,"8,650",> 100%
Region,Region 5,All,2015-16,32,5.9,5.5,5.5,0,482,"8,752",> 100%
Region,Region 5,All,2015-16,33,5.9,5.5,5.7,2,493,"8,632",> 100%
Region,Region 5,All,2015-16,34,5.9,5.5,5.6,1,479,"8,581",> 100%
Region,Region 5,All,2015-16,35,5.9,5.5,5.4,0,467,"8,601",> 100%
Region,Region 5,All,2015-16,36,5.9,5.5,5.7,1,509,"8,890",> 100%
Region,Region 5,All,2015-16,37,6,5.5,6.2,0,548,"8,794",> 100%
Region,Region 5,All,2015-16,38,6,5.6,5.7,0,507,"8,876",> 100%
Region,Region 5,All,2015-16,39,6,5.6,5.9,2,529,"8,992",> 100%
Region,Region 6,All,2015-16,40,6.8,6.3,5.9,4,350,"5,963",> 100%
Region,Region 6,All,2015-16,41,6.9,6.4,6.8,0,393,"5,753",> 100%
Region,Region 6,All,2015-16,42,7,6.5,7.3,3,434,"6,004",> 100%
Region,Region 6,All,2015-16,43,7.1,6.6,6.4,2,373,"5,859",> 100%
Region,Region 6,All,2015-16,44,7.2,6.7,6.6,2,391,"5,932",> 100%
Region,Region 6,All,2015-16,45,7.3,6.8,6.5,2,390,"6,020",> 100%
Region,Region 6,All,2015-16,46,7.5,7,7.1,4,436,"6,188",> 100%
Region,Region 6,All,2015-16,47,7.6,7.1,6.2,4,375,"6,082",> 100%
Region,Region 6,All,2015-16,48,7.7,7.2,7.2,5,441,"6,184",> 100%
Region,Region 6,All,2015-16,49,7.8,7.3,7.4,3,483,"6,559",> 100%
Region,Region 6,All,2015-16,50,8,7.4,7.2,4,452,"6,318",> 100%
Region,Region 6,All,2015-16,51,8.1,7.5,7,3,448,"6,467",> 100%
Region,Region 6,All,2015-16,52,8.2,7.6,7.9,4,486,"6,220",> 100%
Region,Region 6,All,2015-16,1,8.2,7.7,8,3,531,"6,700",> 100%
Region,Region 6,All,2015-16,2,8.3,7.8,8.1,3,514,"6,385",> 100%
Region,Region 6,All,2015-16,3,8.4,7.9,7.8,3,498,"6,409",> 100%
Region,Region 6,All,2015-16,4,8.4,7.9,7.5,4,490,"6,550",> 100%
Region,Region 6,All,2015-16,5,8.5,7.9,7.8,5,491,"6,398",> 100%
Region,Region 6,All,2015-16,6,8.5,8,7.7,10,505,"6,693",> 100%
Region,Region 6,All,2015-16,7,8.5,8,7.6,12,488,"6,595",> 100%
Region,Region 6,All,2015-16,8,8.5,8,8.4,16,527,"6,478",> 100%
Region,Region 6,All,2015-16,9,8.5,7.9,7.8,17,495,"6,565",> 100%
Region,Region 6,All,2015-16,10,8.4,7.9,7.8,21,491,"6,541",> 100%
Region,Region 6,All,2015-16,11,8.4,7.8,8.1,18,497,"6,351",> 100%
Region,Region 6,All,2015-16,12,8.3,7.8,7.9,23,482,"6,424",> 100%
Region,Region 6,All,2015-16,13,8.2,7.7,7.3,16,456,"6,491",> 100%
Region,Region 6,All,2015-16,14,8.1,7.6,7.8,20,481,"6,407",> 100%
Region,Region 6,All,2015-16,15,8,7.5,7.7,13,466,"6,258",> 100%
Region,Region 6,All,2015-16,16,7.9,7.4,7.6,11,457,"6,191",> 100%
Region,Region 6,All,2015-16,17,7.8,7.3,6.9,8,419,"6,161",> 100%
Region,Region 6,All,2015-16,18,7.7,7.1,7,7,421,"6,114",> 100%
Region,Region 6,All,2015-16,19,7.5,7,7.5,7,449,"6,056",> 100%
Region,Region 6,All,2015-16,20,7.4,6.9,6.5,3,394,"6,099",> 100%
Region,Region 6,All,2015-16,21,7.3,6.8,6.7,2,407,"6,147",> 100%
Region,Region 6,All,2015-16,22,7.1,6.6,7.2,1,425,"5,898",> 100%
Region,Region 6,All,2015-16,23,7,6.5,6.9,0,420,"6,054",> 100%
Region,Region 6,All,2015-16,24,6.9,6.4,6.1,3,370,"6,079",> 100%
Region,Region 6,All,2015-16,25,6.8,6.3,5.9,1,350,"5,962",> 100%
Region,Region 6,All,2015-16,26,6.7,6.2,6.9,1,411,"5,980",> 100%
Region,Region 6,All,2015-16,27,6.6,6.1,6,0,364,"6,047",> 100%
Region,Region 6,All,2015-16,28,6.5,6,6,0,357,"5,955",> 100%
Region,Region 6,All,2015-16,29,6.4,5.9,5.7,0,341,"5,986",> 100%
Region,Region 6,All,2015-16,30,6.4,5.9,5.6,0,338,"6,002",> 100%
Region,Region 6,All,2015-16,31,6.4,5.8,6.2,0,370,"5,946",> 100%
Region,Region 6,All,2015-16,32,6.3,5.8,5.9,0,351,"5,907",> 100%
Region,Region 6,All,2015-16,33,6.3,5.8,6,1,360,"6,049",> 100%
Region,Region 6,All,2015-16,34,6.3,5.8,6.1,1,366,"6,007",> 100%
Region,Region 6,All,2015-16,35,6.3,5.8,6.3,0,375,"5,982",> 100%
Region,Region 6,All,2015-16,36,6.4,5.9,5.8,1,350,"6,069",> 100%
Region,Region 6,All,2015-16,37,6.4,5.9,6.5,1,397,"6,079",> 100%
Region,Region 6,All,2015-16,38,6.5,6,6.4,2,376,"5,909",> 100%
Region,Region 6,All,2015-16,39,6.6,6.1,6.9,3,396,"5,758",> 100%
Region,Region 7,All,2015-16,40,7.1,6.3,6.7,0,168,"2,509",> 100%
Region,Region 7,All,2015-16,41,7.1,6.4,6.3,0,153,"2,431",> 100%
Region,Region 7,All,2015-16,42,7.3,6.5,6.5,2,163,"2,552",> 100%
Region,Region 7,All,2015-16,43,7.4,6.6,7.7,1,184,"2,416",> 100%
Region,Region 7,All,2015-16,44,7.5,6.7,7.3,0,176,"2,401",> 100%
Region,Region 7,All,2015-16,45,7.6,6.9,5.7,1,140,"2,490",> 100%
Region,Region 7,All,2015-16,46,7.7,7,6.3,1,156,"2,495",> 100%
Region,Region 7,All,2015-16,47,7.8,7.1,5.8,0,149,"2,579",> 100%
Region,Region 7,All,2015-16,48,7.9,7.2,6.3,0,153,"2,443",> 100%
Region,Region 7,All,2015-16,49,8,7.3,6.2,1,161,"2,593",> 100%
Region,Region 7,All,2015-16,50,8.1,7.4,6.5,3,158,"2,479",> 100%
Region,Region 7,All,2015-16,51,8.2,7.5,6.2,1,157,"2,563",> 100%
Region,Region 7,All,2015-16,52,8.3,7.6,7.2,0,189,"2,607",> 100%
Region,Region 7,All,2015-16,1,8.4,7.7,8,3,216,"2,750",> 100%
Region,Region 7,All,2015-16,2,8.4,7.7,8.2,2,219,"2,684",> 100%
Region,Region 7,All,2015-16,3,8.5,7.8,7.1,2,187,"2,664",> 100%
Region,Region 7,All,2015-16,4,8.5,7.8,7.5,3,195,"2,645",> 100%
Region,Region 7,All,2015-16,5,8.5,7.8,7.5,1,187,"2,520",> 100%
Region,Region 7,All,2015-16,6,8.5,7.8,7.7,4,189,"2,513",> 100%
Region,Region 7,All,2015-16,7,8.5,7.8,7.7,8,200,"2,684",> 100%
Region,Region 7,All,2015-16,8,8.5,7.8,7,9,175,"2,635",> 100%
Region,Region 7,All,2015-16,9,8.4,7.7,7.7,6,192,"2,577",> 100%
Region,Region 7,All,2015-16,10,8.4,7.7,9.3,22,218,"2,581",> 100%
Region,Region 7,All,2015-16,11,8.3,7.6,8.2,17,193,"2,567",> 100%
Region,Region 7,All,2015-16,12,8.2,7.5,7.6,11,182,"2,556",> 100%
Region,Region 7,All,2015-16,13,8.2,7.4,8.1,13,189,"2,488",> 100%
Region,Region 7,All,2015-16,14,8,7.3,8.2,13,210,"2,713",> 100%
Region,Region 7,All,2015-16,15,7.9,7.2,7.6,15,183,"2,611",> 100%
Region,Region 7,All,2015-16,16,7.8,7.1,6.9,6,172,"2,571",> 100%
Region,Region 7,All,2015-16,17,7.7,7,7.6,8,183,"2,507",> 100%
Region,Region 7,All,2015-16,18,7.6,6.9,6.8,3,169,"2,515",> 100%
Region,Region 7,All,2015-16,19,7.4,6.7,6.1,2,144,"2,378",> 100%
Region,Region 7,All,2015-16,20,7.3,6.6,5.7,0,139,"2,437",> 100%
Region,Region 7,All,2015-16,21,7.2,6.5,6.6,1,153,"2,347",99.80%
Region,Region 7,All,2015-16,22,7.1,6.3,5.1,1,116,"2,277",96.80%
Region,Region 7,All,2015-16,23,6.9,6.2,6.2,0,154,"2,493",> 100%
Region,Region 7,All,2015-16,24,6.8,6.1,5.1,0,124,"2,425",> 100%
Region,Region 7,All,2015-16,25,6.7,6,5.1,0,121,"2,383",> 100%
Region,Region 7,All,2015-16,26,6.6,5.9,6.2,1,150,"2,418",> 100%
Region,Region 7,All,2015-16,27,6.5,5.8,5.5,0,131,"2,367",> 100%
Region,Region 7,All,2015-16,28,6.4,5.7,5.5,0,131,"2,361",> 100%
Region,Region 7,All,2015-16,29,6.4,5.7,4.9,1,112,"2,328",99%
Region,Region 7,All,2015-16,30,6.3,5.6,5.4,0,131,"2,422",> 100%
Region,Region 7,All,2015-16,31,6.3,5.6,6.2,0,144,"2,309",98.20%
Region,Region 7,All,2015-16,32,6.3,5.6,5.4,0,137,"2,524",> 100%
Region,Region 7,All,2015-16,33,6.3,5.6,5.7,0,140,"2,462",> 100%
Region,Region 7,All,2015-16,34,6.3,5.6,4.8,0,117,"2,426",> 100%
Region,Region 7,All,2015-16,35,6.3,5.6,6.4,0,155,"2,439",> 100%
Region,Region 7,All,2015-16,36,6.3,5.6,4.8,0,116,"2,393",> 100%
Region,Region 7,All,2015-16,37,6.4,5.7,6.3,1,152,"2,416",> 100%
Region,Region 7,All,2015-16,38,6.4,5.7,6.9,0,163,"2,351",100%
Region,Region 7,All,2015-16,39,6.5,5.8,6.6,1,159,"2,414",> 100%
Region,Region 8,All,2015-16,40,6.6,5.8,6.1,1,89,"1,481",> 100%
Region,Region 8,All,2015-16,41,6.7,6,5.6,1,86,"1,550",> 100%
Region,Region 8,All,2015-16,42,6.8,6.1,6.6,1,100,"1,531",> 100%
Region,Region 8,All,2015-16,43,7,6.3,5.3,2,80,"1,550",> 100%
Region,Region 8,All,2015-16,44,7.1,6.4,6.4,0,102,"1,596",> 100%
Region,Region 8,All,2015-16,45,7.3,6.6,6.6,1,104,"1,580",> 100%
Region,Region 8,All,2015-16,46,7.4,6.7,5.2,0,82,"1,587",> 100%
Region,Region 8,All,2015-16,47,7.6,6.9,6.2,0,95,"1,532",> 100%
Region,Region 8,All,2015-16,48,7.7,7,6.3,0,100,"1,585",> 100%
Region,Region 8,All,2015-16,49,7.9,7.2,6.6,1,115,"1,745",> 100%
Region,Region 8,All,2015-16,50,8,7.3,6.9,0,109,"1,577",> 100%
Region,Region 8,All,2015-16,51,8.1,7.4,5.9,1,92,"1,581",> 100%
Region,Region 8,All,2015-16,52,8.3,7.6,7.9,1,128,"1,636",> 100%
Region,Region 8,All,2015-16,1,8.3,7.6,7.5,2,124,"1,677",> 100%
Region,Region 8,All,2015-16,2,8.4,7.7,8.9,2,148,"1,687",> 100%
Region,Region 8,All,2015-16,3,8.5,7.8,7.8,1,124,"1,610",> 100%
Region,Region 8,All,2015-16,4,8.5,7.8,7.1,2,120,"1,719",> 100%
Region,Region 8,All,2015-16,5,8.6,7.9,7.2,2,115,"1,628",> 100%
Region,Region 8,All,2015-16,6,8.6,7.9,7.4,2,124,"1,695",> 100%
Region,Region 8,All,2015-16,7,8.5,7.9,6.4,6,103,"1,692",> 100%
Region,Region 8,All,2015-16,8,8.5,7.8,8.1,6,132,"1,706",> 100%
Region,Region 8,All,2015-16,9,8.5,7.8,9,15,132,"1,625",> 100%
Region,Region 8,All,2015-16,10,8.4,7.7,7.9,14,121,"1,716",> 100%
Region,Region 8,All,2015-16,11,8.3,7.6,9,13,137,"1,658",> 100%
Region,Region 8,All,2015-16,12,8.2,7.5,8.5,13,142,"1,830",> 100%
Region,Region 8,All,2015-16,13,8.1,7.4,7.4,12,114,"1,714",> 100%
Region,Region 8,All,2015-16,14,7.9,7.3,8.5,20,124,"1,693",> 100%
Region,Region 8,All,2015-16,15,7.8,7.1,7.3,17,103,"1,653",> 100%
Region,Region 8,All,2015-16,16,7.7,7,6.9,6,108,"1,648",> 100%
Region,Region 8,All,2015-16,17,7.5,6.8,6.9,6,102,"1,554",> 100%
Region,Region 8,All,2015-16,18,7.3,6.6,6.5,6,101,"1,653",> 100%
Region,Region 8,All,2015-16,19,7.2,6.5,5.8,6,88,"1,627",> 100%
Region,Region 8,All,2015-16,20,7,6.3,6.1,4,95,"1,621",> 100%
Region,Region 8,All,2015-16,21,6.8,6.2,6.3,1,96,"1,542",> 100%
Region,Region 8,All,2015-16,22,6.7,6,5.7,0,87,"1,528",> 100%
Region,Region 8,All,2015-16,23,6.5,5.8,5.3,0,84,"1,584",> 100%
Region,Region 8,All,2015-16,24,6.4,5.7,5.9,0,92,"1,566",> 100%
Region,Region 8,All,2015-16,25,6.2,5.6,6,0,92,"1,529",> 100%
Region,Region 8,All,2015-16,26,6.1,5.4,6,0,91,"1,520",> 100%
Region,Region 8,All,2015-16,27,6,5.3,4.8,0,72,"1,485",> 100%
Region,Region 8,All,2015-16,28,5.9,5.2,6,0,97,"1,604",> 100%
Region,Region 8,All,2015-16,29,5.8,5.2,4.9,1,75,"1,551",> 100%
Region,Region 8,All,2015-16,30,5.8,5.1,5.7,0,88,"1,545",> 100%
Region,Region 8,All,2015-16,31,5.8,5.1,5.7,0,88,"1,555",> 100%
Region,Region 8,All,2015-16,32,5.7,5.1,4.6,0,67,"1,458",> 100%
Region,Region 8,All,2015-16,33,5.7,5.1,4.4,0,64,"1,456",> 100%
Region,Region 8,All,2015-16,34,5.7,5.1,3.5,0,55,"1,556",> 100%
Region,Region 8,All,2015-16,35,5.8,5.1,5.2,0,78,"1,514",> 100%
Region,Region 8,All,2015-16,36,5.8,5.2,5.2,0,78,"1,510",> 100%
Region,Region 8,All,2015-16,37,5.9,5.2,5.2,0,76,"1,471",> 100%
Region,Region 8,All,2015-16,38,6,5.3,6.1,1,92,"1,517",> 100%
Region,Region 8,All,2015-16,39,6.1,5.4,7.2,0,107,"1,482",> 100%
Region,Region 9,All,2015-16,40,7.4,6.8,7.2,1,460,"6,416",> 100%
Region,Region 9,All,2015-16,41,7.5,6.9,6.5,0,417,"6,412",> 100%
Region,Region 9,All,2015-16,42,7.6,7.1,6.8,3,410,"6,110",> 100%
Region,Region 9,All,2015-16,43,7.7,7.2,6.8,2,421,"6,193",> 100%
Region,Region 9,All,2015-16,44,7.8,7.3,7.2,4,456,"6,405",> 100%
Region,Region 9,All,2015-16,45,8,7.4,7.1,2,480,"6,800",> 100%
Region,Region 9,All,2015-16,46,8.1,7.5,7.2,1,499,"6,952",> 100%
Region,Region 9,All,2015-16,47,8.2,7.7,8,2,541,"6,752",> 100%
Region,Region 9,All,2015-16,48,8.3,7.8,7.8,3,538,"6,894",> 100%
Region,Region 9,All,2015-16,49,8.4,7.9,7.6,4,539,"7,131",> 100%
Region,Region 9,All,2015-16,50,8.5,8,7.4,7,518,"7,050",> 100%
Region,Region 9,All,2015-16,51,8.6,8.1,7.7,4,544,"7,102",> 100%
Region,Region 9,All,2015-16,52,8.7,8.2,8.8,7,635,"7,328",> 100%
Region,Region 9,All,2015-16,1,8.8,8.3,8.5,8,634,"7,594",> 100%
Region,Region 9,All,2015-16,2,8.9,8.3,8.9,6,654,"7,450",> 100%
Region,Region 9,All,2015-16,3,8.9,8.4,9.3,12,655,"7,206",> 100%
Region,Region 9,All,2015-16,4,9,8.4,8.5,14,582,"7,040",> 100%
Region,Region 9,All,2015-16,5,9,8.5,8.3,19,582,"7,271",> 100%
Region,Region 9,All,2015-16,6,9,8.5,8.7,36,621,"7,544",> 100%
Region,Region 9,All,2015-16,7,9,8.5,9.6,51,677,"7,548",> 100%
Region,Region 9,All,2015-16,8,9,8.5,10.2,53,703,"7,444",> 100%
Region,Region 9,All,2015-16,9,9,8.4,10.3,63,702,"7,439",> 100%
Region,Region 9,All,2015-16,10,8.9,8.4,10,57,667,"7,218",> 100%
Region,Region 9,All,2015-16,11,8.9,8.3,9.4,47,645,"7,399",> 100%
Region,Region 9,All,2015-16,12,8.8,8.3,9,32,610,"7,103",> 100%
Region,Region 9,All,2015-16,13,8.7,8.2,8.4,29,557,"7,000",> 100%
Region,Region 9,All,2015-16,14,8.6,8.1,8.2,21,555,"7,009",> 100%
Region,Region 9,All,2015-16,15,8.5,8,8.2,21,540,"6,860",> 100%
Region,Region 9,All,2015-16,16,8.4,7.9,7.7,13,503,"6,667",> 100%
Region,Region 9,All,2015-16,17,8.3,7.7,7.2,9,471,"6,636",> 100%
Region,Region 9,All,2015-16,18,8.1,7.6,7.6,5,496,"6,583",> 100%
Region,Region 9,All,2015-16,19,8,7.5,7,5,450,"6,534",> 100%
Region,Region 9,All,2015-16,20,7.9,7.4,7.5,5,478,"6,406",> 100%
Region,Region 9,All,2015-16,21,7.8,7.2,6.9,7,431,"6,314",> 100%
Region,Region 9,All,2015-16,22,7.6,7.1,6.3,3,405,"6,498",> 100%
Region,Region 9,All,2015-16,23,7.5,7,7,5,435,"6,312",> 100%
Region,Region 9,All,2015-16,24,7.4,6.9,6.1,4,376,"6,200",> 100%
Region,Region 9,All,2015-16,25,7.3,6.8,5.8,3,376,"6,504",> 100%
Region,Region 9,All,2015-16,26,7.2,6.7,6.3,2,414,"6,562",> 100%
Region,Region 9,All,2015-16,27,7.1,6.6,5.9,3,364,"6,227",> 100%
Region,Region 9,All,2015-16,28,7,6.5,6.6,2,408,"6,246",> 100%
Region,Region 9,All,2015-16,29,7,6.4,6.6,0,423,"6,366",> 100%
Region,Region 9,All,2015-16,30,6.9,6.4,6.4,1,412,"6,449",> 100%
Region,Region 9,All,2015-16,31,6.9,6.3,6.6,0,422,"6,385",> 100%
Region,Region 9,All,2015-16,32,6.8,6.3,6.2,0,383,"6,186",> 100%
Region,Region 9,All,2015-16,33,6.8,6.3,6.5,1,405,"6,271",> 100%
Region,Region 9,All,2015-16,34,6.8,6.3,7.1,0,453,"6,382",> 100%
Region,Region 9,All,2015-16,35,6.9,6.3,5.9,2,374,"6,365",> 100%
Region,Region 9,All,2015-16,36,6.9,6.4,6.9,0,436,"6,359",> 100%
Region,Region 9,All,2015-16,37,6.9,6.4,6.6,1,417,"6,300",> 100%
Region,Region 9,All,2015-16,38,7,6.5,6.4,2,412,"6,491",> 100%
Region,Region 9,All,2015-16,39,7.1,6.5,6.1,1,391,"6,433",> 100%
Region,Region 10,All,2015-16,40,6.2,5.6,5.6,1,110,"1,993",> 100%
Region,Region 10,All,2015-16,41,6.3,5.7,6.1,1,117,"1,932",> 100%
Region,Region 10,All,2015-16,42,6.5,5.9,6.4,0,127,"1,993",> 100%
Region,Region 10,All,2015-16,43,6.6,6,6,1,121,"2,021",> 100%
Region,Region 10,All,2015-16,44,6.8,6.2,6.5,1,128,"1,992",> 100%
Region,Region 10,All,2015-16,45,6.9,6.3,6.2,0,131,"2,098",> 100%
Region,Region 10,All,2015-16,46,7.1,6.5,5.5,1,112,"2,040",> 100%
Region,Region 10,All,2015-16,47,7.2,6.6,5.5,1,117,"2,142",> 100%
Region,Region 10,All,2015-16,48,7.4,6.8,7.1,0,157,"2,208",> 100%
Region,Region 10,All,2015-16,49,7.5,6.9,5.7,1,124,"2,211",> 100%
Region,Region 10,All,2015-16,50,7.7,7.1,5.9,1,121,"2,059",> 100%
Region,Region 10,All,2015-16,51,7.8,7.2,7.1,0,150,"2,106",> 100%
Region,Region 10,All,2015-16,52,7.9,7.3,6.6,0,140,"2,121",> 100%
Region,Region 10,All,2015-16,1,8,7.4,6.7,5,144,"2,231",> 100%
Region,Region 10,All,2015-16,2,8.1,7.5,6.8,4,138,"2,094",> 100%
Region,Region 10,All,2015-16,3,8.2,7.6,6.2,5,133,"2,228",> 100%
Region,Region 10,All,2015-16,4,8.2,7.6,6.3,5,129,"2,143",> 100%
Region,Region 10,All,2015-16,5,8.3,7.7,5.4,2,114,"2,165",> 100%
Region,Region 10,All,2015-16,6,8.3,7.7,6.2,7,124,"2,125",> 100%
Region,Region 10,All,2015-16,7,8.3,7.7,6.1,5,125,"2,126",> 100%
Region,Region 10,All,2015-16,8,8.2,7.6,7.9,16,155,"2,174",> 100%
Region,Region 10,All,2015-16,9,8.2,7.6,6.8,15,135,"2,192",> 100%
Region,Region 10,All,2015-16,10,8.1,7.5,7.5,10,157,"2,229",> 100%
Region,Region 10,All,2015-16,11,8.1,7.5,6.8,19,130,"2,202",> 100%
Region,Region 10,All,2015-16,12,8,7.4,7.5,15,148,"2,186",> 100%
Region,Region 10,All,2015-16,13,7.9,7.2,8,18,152,"2,128",> 100%
Region,Region 10,All,2015-16,14,7.7,7.1,7.9,17,148,"2,093",> 100%
Region,Region 10,All,2015-16,15,7.6,7,8,16,153,"2,120",> 100%
Region,Region 10,All,2015-16,16,7.4,6.8,7.3,9,149,"2,155",> 100%
Region,Region 10,All,2015-16,17,7.3,6.7,7.4,9,135,"1,948",> 100%
Region,Region 10,All,2015-16,18,7.1,6.5,6.2,4,130,"2,147",> 100%
Region,Region 10,All,2015-16,19,7,6.4,5.3,3,103,"2,011",> 100%
Region,Region 10,All,2015-16,20,6.8,6.2,5.5,0,112,"2,052",> 100%
Region,Region 10,All,2015-16,21,6.6,6,5.7,0,115,"2,007",> 100%
Region,Region 10,All,2015-16,22,6.5,5.9,5.6,0,116,"2,060",> 100%
Region,Region 10,All,2015-16,23,6.3,5.7,6.3,0,124,"1,970",> 100%
Region,Region 10,All,2015-16,24,6.2,5.6,5.2,1,101,"1,966",> 100%
Region,Region 10,All,2015-16,25,6,5.4,5.9,2,112,"1,933",> 100%
Region,Region 10,All,2015-16,26,5.9,5.3,4.4,0,89,"2,043",> 100%
